Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, μmho","Future, NA",Month,,,,
12/25/2014 12:00,,1,255.6,8.6,0.065,0.012,2.9,0.711,67.2,115.9,2.71,896,,12,,,,
12/26/2014 12:00,,1,290.8,18.1,0.087,0.015,3.63,0.857,62.4,110.5,3.84,860,,12,,,,
12/27/2014 12:00,,1,272.4,25.6,0.111,0.022,3.3,0.817,58.3,99,3.48,819,,12,,,,
12/28/2014 12:00,,1,261.2,16.8,0.098,0.022,3.42,0.804,58.7,108.6,3.63,833,,12,,,,
12/29/2014 12:00,,1,266.8,11.4,0.074,0.016,3.3,0.696,60.5,116.1,3.27,857,,12,,,,
12/30/2014 12:00,,1,278,9.6,0.061,0.014,3.16,0.653,59.5,118,2.89,862,,12,,,,
12/31/2014 12:00,,1,266.8,9,0.057,0.008,2.59,0.605,61,132.6,2.39,897,,12,,,,
1/1/2015 12:00,,1,1122,9.4,0.053,0.01,2.9,0.59,63.2,141.2,2.22,927,,1,,,,
1/2/2015 12:00,,1,1202,11.7,0.055,0.009,3.01,0.608,61.6,128.3,2.01,901,,1,,,,
1/3/2015 12:00,,1,386.4,9.9,0.049,0.007,2.99,0.589,68.5,138.3,1.67,933,,1,,,,
1/5/2015 08:50,,1,4518,198.4,0.524,0.1,4.48,2.202,33.5,59.9,4.91,518,,1,,,,
1/5/2015 12:00,,0.23,4357,214.1,0.564,0.134,5.31,2.765,30.2,40.9,5.54,452,,1,,,,
1/5/2015 20:00,,0.33,4040,171.2,0.536,0.116,5.35,2.429,31.7,48.1,5.1,482,,1,,,,
1/6/2015 04:00,,0.33,3521,103,0.493,0.091,5.46,2.249,34.7,51.8,5.32,497,,1,,,,
1/6/2015 12:00,,0.33,3006,166.5,0.456,0.093,5.28,2.312,37.1,46.8,5.24,492,,1,,,,
1/6/2015 20:00,,0.33,2444,114.9,0.426,0.119,5.72,2.337,35.6,44,5.76,493,,1,,,,
1/7/2015 04:00,,0.33,1988,85.6,0.394,0.124,6.13,1.808,36.4,47,6.12,509,,1,,,,
1/7/2015 12:00,,0.33,2310,51.9,0.358,0.123,6.35,1.689,36.5,47.8,6.27,528,,1,,,,
1/7/2015 20:00,,0.33,3750,45.9,0.333,0.124,6.58,1.667,37.5,50.1,6.54,543,,1,,,,
1/8/2015 04:00,,0.33,Ice,35.5,0.313,0.116,6.67,1.6,37.7,52.3,6.72,554,,1,,,,
1/8/2015 12:00,,0.67,Ice,31.8,0.304,0.104,6.89,1.598,38.8,54.5,6.96,572,,1,,,,
1/9/2015 12:00,,1,Ice,15.2,0.261,0.114,6.96,1.451,42.3,56.9,7.02,609,,1,,,,
1/10/2015 12:00,,1,Ice,12.9,0.233,0.106,7.02,1.458,44.7,63.6,7.3,647,,1,,,,
1/11/2015 12:00,,0.83,Ice,9.2,0.208,0.094,6.68,1.273,45.6,71.2,7.39,665,,1,,,,
1/12/2015 04:00,,0.45,Ice,8,0.188,0.09,6.49,1.322,46,75,7.31,682,,1,,,,
1/12/2015 09:35,,0.17,Ice,7.6,0.189,0.079,6.38,1.35,45.9,75.8,7.26,684,,1,,,,
1/12/2015 12:00,,0.55,Ice,11.785,0.183,0.083,6.28,1.313,45.9,76.7,7.4,694,,1,,,,
1/13/2015 12:00,,1,Ice,10.552,0.165,0.082,6.18,1.311,45.6,78.9,7.41,703,,1,,,,
1/14/2015 12:00,,1,Ice,8.299,0.148,0.075,5.99,1.206,46.5,84.8,7.45,730,,1,,,,
1/15/2015 12:00,,1,Ice,4.043,0.13,0.072,5.85,1.054,49.3,95.2,7.61,766,,1,,,,
1/16/2015 12:00,,1,Ice,4.744,0.117,0.07,5.6,0.93,49.8,99.7,7.7,793,,1,,,,
1/17/2015 12:00,,1,Ice,2.447,0.104,0.061,5.42,0.848,51.4,106.5,7.7,815,,1,,,,
1/18/2015 12:00,,0.83,Ice,1.355,0.097,0.06,4.98,0.834,56.4,104.9,7.54,840,,1,,,,
1/19/2015 04:00,,0.43,Ice,2.854,0.132,0.093,4.35,1.082,57.2,95.6,7.13,804,,1,,,,
1/19/2015 08:50,,0.17,Ice,0.962,0.124,0.082,4.3,0.987,56.5,97.8,7.06,803,,1,,,,
1/19/2015 12:00,,0.57,Ice,4.8,0.111,0.072,4.19,0.853,56.4,95.9,6.82,810,,1,,,,
1/20/2015 12:00,,1,Ice,4.4,0.083,0.053,3.56,0.61,52.5,90.2,6.66,781,,1,,,,
1/21/2015 12:00,,1,Ice,5.6,0.115,0.076,3.35,0.624,55.3,82.4,6.4,744,,1,,,,
1/22/2015 12:00,,1,Ice,6.1,0.097,0.059,3.47,0.685,53.8,98.3,6.68,771,,1,,,,
1/23/2015 12:00,,1,Ice,5.6,0.089,0.056,3.31,0.628,54,109.4,6.64,794,,1,,,,
1/24/2015 12:00,,1,Ice,7.5,0.095,0.058,3.28,0.706,58.1,101.5,6.3,788,,1,,,,
1/25/2015 12:00,,0.83,Ice,4.9,0.084,0.05,3.31,0.645,63.9,102.2,6.22,805,,1,,,,
1/26/2015 04:00,,0.44,Ice,6.9,0.086,0.048,3.25,0.638,65.6,95.4,6.14,809,,1,,,,
1/26/2015 09:15,,0.17,Ice,5.2,0.081,0.046,3.4,0.66,68.8,97.7,6.2,816,,1,,,,
1/26/2015 12:00,,0.56,Ice,4.1,0.078,0.055,3.42,0.609,68.5,98.2,6.2,818,,1,,,,
1/27/2015 12:00,,1,Ice,5.1,0.07,0.047,3.51,0.607,69,101.6,6.21,841,,1,,,,
1/28/2015 12:00,,1,Ice,3,0.065,0.046,3.44,0.599,68.4,103.4,5.96,849,,1,,,,
1/29/2015 12:00,,1,Ice,5.6,0.067,0.044,3.46,0.634,69.5,105,5.82,853,,1,,,,
1/30/2015 12:00,,1,Ice,3.1,0.063,0.045,3.53,0.603,69.7,102.7,5.76,844,,1,,,,
1/31/2015 12:00,,1,Ice,1.9,0.06,0.04,3.64,0.598,67,101.5,5.64,851,,1,,,,
2/1/2015 12:00,,1,Ice,3.1,0.059,0.042,3.74,0.624,67.9,107,5.71,862,,2,,,,
2/2/2015 12:00,,0.58,Ice,1.3,0.054,0.04,3.85,0.601,70,119.3,5.43,901,,2,,,,
2/2/2015 15:45,,0.17,Ice,2.7,0.053,0.04,3.89,0.649,71.5,121.9,5.47,903,,2,,,,
2/2/2015 20:00,,0.59,Ice,3,0.059,0.038,3.67,0.518,68.2,118.5,5.38,895,,2,,,,
2/3/2015 20:00,,1,Ice,6.7,0.052,0.035,3.49,0.501,67.1,124.4,5.24,908,,2,,,,
2/4/2015 20:00,,1,Ice,-0.9,0.051,0.033,3.44,0.469,69.6,125.1,5.42,921,,2,,,,
2/5/2015 20:00,,1,Ice,2.8,0.052,0.033,3.32,0.484,68.4,130.8,5.32,928,,2,,,,
2/6/2015 20:00,,1,Ice,6,0.054,0.031,3.13,0.557,74.6,147.7,5.22,977,,2,,,,
2/7/2015 20:00,,1,Ice,2.2,0.049,0.029,3.17,0.521,90.7,135,4.91,1007,,2,,,,
2/8/2015 20:00,,0.67,Ice,1.6,0.046,0.027,3.1,0.494,101.1,116.7,4.55,1006,,2,,,,
2/9/2015 04:00,,0.28,Ice,2.2,0.045,0.024,3.21,0.53,102.4,108,4.48,988,,2,,,,
2/9/2015 09:15,,0.17,Ice,3.1,0.047,0.028,3.62,0.563,120.5,117.8,4.52,983,,2,,,,
2/9/2015 12:00,,0.56,Ice,0,0.047,0.025,3.33,0.597,107.6,108.4,4.54,992,,2,,,,
2/10/2015 12:00,,1,Ice,10.2,0.079,0.033,3.64,0.715,98.5,93.3,5.49,906,,2,,,,
2/11/2015 12:00,,0.67,Ice,20,0.113,0.047,4.22,0.889,79.1,80.1,5.58,770,,2,,,,
2/11/2015 20:00,,0.33,Ice,29,0.144,0.049,4.38,0.994,84.9,77.5,5.59,765,,2,,,,
2/12/2015 04:00,,0.33,Ice,21.9,0.125,0.042,4.16,0.891,78.9,74.1,5.38,735,,2,,,,
2/12/2015 12:00,,0.67,Ice,22.6,0.132,0.05,4.23,0.878,82.2,65.3,5.34,733,,2,,,,
2/13/2015 12:00,,1,Ice,16.1,0.145,0.063,4.36,1.072,59.7,55.3,5.42,618,,2,,,,
2/14/2015 12:00,,1,Ice,10.2,0.131,0.06,4.52,1.043,52.3,56.6,5.35,599,,2,,,,
3/5/2015 12:00,,1,13840,36.645,0.054,0.003,2.92,0.493,67.2,164.9,4.97,932,,3,,,,
3/6/2015 12:00,,1,13880,17.241,0.024,0.002,2.42,0.452,72.4,179.3,4.85,1002,,3,,,,
3/7/2015 12:00,,0.83,13450,10.268,0.028,0.002,2.19,0.47,79.3,167.5,4.37,1038,,3,,,,
3/8/2015 04:00,,0.5,13840,1.744,0.038,0.007,2.16,0.493,73.7,153.5,4,1022,,3,,,,
3/8/2015 12:00,,0.61,14750,7.359,0.033,0.009,2.2,0.439,76.5,159.4,4.05,1026,,3,,,,
3/9/2015 09:05,,0.5,14930,-0.811,0.041,0.013,2.21,0.488,74.4,156.9,3.99,1022,,3,,,,
3/9/2015 12:00,,0.56,15140,5.3,0.046,0.006,2.29,0.398,74.6,157.2,3.96,983,,3,,,,
3/10/2015 12:00,,0.67,20850,21.2,0.168,0.075,2.26,0.877,71.5,95.9,3.8,834,,3,,,,
3/10/2015 20:00,,0.33,23220,41.1,0.244,0.105,2.25,1.225,52.5,63.7,3.66,623,,3,,,,
3/11/2015 04:00,,0.33,25680,44.5,0.279,0.116,2.14,1.207,54.6,63.9,3.9,614,,3,,,,
3/11/2015 12:00,,0.33,29670,64.4,0.308,0.12,1.94,2.094,42.7,51.5,3.45,502,,3,,,,
3/11/2015 20:00,,0.33,Ice,133.5,0.423,0.123,1.8,1.725,33.1,32.3,3.36,393,,3,,,,
3/12/2015 04:00,,0.33,Ice,147.9,0.438,0.126,1.74,1.837,23.2,21.2,3.33,315,,3,,,,
3/12/2015 12:00,,0.33,Ice,133.9,0.458,0.124,1.75,1.745,20.5,17.4,3.48,289,,3,,,,
3/12/2015 20:00,,0.33,Ice,176.9,0.498,0.121,1.85,1.927,18.5,14.7,3.64,278,,3,,,,
3/13/2015 04:00,,0.33,Ice,140.3,0.454,0.114,1.96,2.008,19.2,15.4,3.77,283,,3,,,,
3/13/2015 12:00,,0.33,Ice,132.5,0.432,0.122,2.06,3.618,19.6,15.5,4.03,286,,3,,,,
3/13/2015 20:00,,0.33,31100,157.4,0.488,0.124,2.19,3.372,19.3,15.7,4.19,288,,3,,,,
3/14/2015 04:00,,0.33,30860,182.6,0.46,0.104,2.25,1.832,19.6,16.6,4.28,298,,3,,,,
3/14/2015 12:00,,0.33,32580,277,0.565,0.096,2.57,2.242,18.8,15.8,4.68,294,,3,,,,
3/14/2015 20:00,,0.33,33020,174.8,0.497,0.116,2.77,1.774,18.7,15.1,4.91,285,,3,,,,
3/15/2015 04:00,,0.33,32020,156,0.457,0.121,2.94,1.659,18.3,14.7,5.06,282,,3,,,,
3/15/2015 12:00,,0.33,31220,145.5,0.436,0.123,3.14,1.578,18.7,15.6,5.22,289,,3,,,,
3/15/2015 20:00,,0.43,29980,132.3,0.433,0.116,3.18,1.369,19.4,16.2,5.34,296,,3,,,,
3/16/2015 08:50,,0.33,31100,125.5,0.406,0.111,3.32,1.564,20.7,17.5,5.59,301,,3,,,,
3/16/2015 12:00,,0.23,27100,121.54,0.399,0.122,3.5,1.488,20.8,17.4,5.76,317,,3,,,,
3/16/2015 20:00,,0.33,26340,118.16,0.376,0.122,3.63,1.597,21.7,18.5,5.86,316,,3,,,,
3/17/2015 04:00,,0.33,25640,99.365,0.354,0.116,3.78,1.602,21.5,19,6.15,321,,3,,,,
3/17/2015 12:00,,0.33,9998,101.62,0.336,0.116,4.06,1.528,21.1,20.1,6.21,331,,3,,,,
3/17/2015 20:00,,0.33,8783,88.176,0.309,0.114,4.39,1.485,21.4,22.2,6.36,344,,3,,,,
3/18/2015 04:00,,0.33,7497,85.011,0.282,0.105,4.67,1.423,22.2,25,6.52,362,,3,,,,
3/18/2015 12:00,,0.33,6147,57.789,0.257,0.094,4.95,1.457,23.5,27.9,6.65,387,,3,,,,
3/23/2015 08:50,,0.33,795.4,13.351,0.107,0.044,4.78,0.852,36.7,66.1,6.55,630,,3,,,,
3/23/2015 12:00,,0.57,771.8,19.607,0.1,0.05,4.87,0.788,37.6,68.2,6.37,643,,3,,,,
3/24/2015 12:00,,1,648,6.623,0.086,0.046,4.49,0.722,38.8,73,6.19,671,,3,,,,
3/25/2015 12:00,,1,585.5,12.5,0.074,0.038,4.23,0.593,41.2,75.7,5.86,690,,3,,,,
3/26/2015 12:00,,0.83,626.8,25.835,0.091,0.035,4.48,0.654,58.6,70.6,5.18,767,,3,,,,
3/27/2015 04:00,,0.5,2461,62.903,0.138,0.036,4.97,0.958,41,66.9,5.98,676,,3,,,,
3/27/2015 12:00,,0.33,3158,92.592,0.217,0.046,5.71,1.243,41.7,59.4,6.08,619,,3,,,,
3/27/2015 20:00,,0.33,3120,93.103,0.251,0.038,6.03,1.504,37.9,51.3,6.14,567,,3,,,,
3/28/2015 04:00,,0.33,3044,83.464,0.259,0.055,6.28,1.61,38.9,52.7,6.24,566,,3,,,,
3/28/2015 12:00,,0.33,2968,89.314,0.257,0.043,6.16,1.445,38.8,52.2,6.33,558,,3,,,,
3/28/2015 20:00,,0.33,2716,73.043,0.223,0.036,6.01,1.332,40.3,55.5,6.36,579,,3,,,,
3/29/2015 04:00,,0.33,2378,66.225,0.213,0.039,6.37,1.185,40.2,53.4,6.39,573,,3,,,,
3/29/2015 12:00,,0.33,2039,56.27,0.191,0.034,6.1,1.109,41.3,54.6,6.24,584,,3,,,,
3/29/2015 20:00,,0.33,1718,52.851,0.183,0.036,6.1,1.15,40.3,52.4,6.23,583,,3,,,,
3/30/2015 04:00,,0.27,1437,49.04,0.181,0.043,6.3,1.15,39.5,50.7,6.28,581,,3,,,,
3/30/2015 08:55,,0.17,1284,43.56,0.196,0.053,6.3,1.205,39.3,50.7,6.37,582,,3,,,,
3/30/2015 12:00,,0.56,1202,45.809,0.171,0.058,6.67,0.965,40.5,53.2,6.49,590,,3,,,,
3/31/2015 12:00,,1,897,33.549,0.135,0.048,6.08,0.859,40.2,58.5,6.14,619,,3,,,,
4/1/2015 12:00,,1,735,25.012,0.102,0.038,5.63,0.71,41,66.4,5.81,649,,4,,,,
4/2/2015 12:00,,1,636,21.616,0.086,0.027,5.01,0.716,41.7,75.6,5.23,676,,4,,,,
4/3/2015 12:00,,0.83,770,25.871,0.073,0.016,4.48,0.729,44.3,76.9,4.24,703,,4,,,,
4/4/2015 04:00,,0.5,1220,57.928,0.13,0.023,4.36,0.891,39.3,68.6,4.12,660,,4,,,,
4/4/2015 12:00,,0.33,1880,54.699,0.125,0.024,4.18,0.832,40.2,74.4,4.45,669,,4,,,,
4/4/2015 20:00,,0.33,2790,92.175,0.177,0.024,4.1,0.977,38.7,73.6,4.44,647,,4,,,,
4/5/2015 04:00,,0.33,3230,151.19,0.287,0.03,4.46,1.484,39.3,60.5,5.08,590,,4,,,,
4/5/2015 12:00,,0.33,3330,174.74,0.335,0.035,4.72,1.782,38.6,54.4,5.29,560,,4,,,,
4/5/2015 20:00,,0.46,3210,162.57,0.358,0.039,4.96,1.845,37.5,48.1,5.62,536,,4,,,,
4/6/2015 10:15,,0.33,2550,146.1,0.321,0.046,5.26,1.709,39.2,45,5.78,530,,4,,,,
4/6/2015 12:00,,0.2,2430,851.85,0.33,0.052,5.55,1.461,38.1,45.3,5.37,534,,4,,,,
4/6/2015 20:00,,0.33,2060,104.02,0.296,0.045,5.62,1.472,36.3,45.9,5.44,530,,4,,,,
4/7/2015 04:00,,0.33,1700,99.537,0.253,0.037,5.49,1.268,36.4,48.3,5.27,544,,4,,,,
4/7/2015 12:00,,0.33,1590,79.47,0.218,0.043,5.3,1.147,39.2,49.3,5.09,567,,4,,,,
4/7/2015 20:00,,0.33,2020,78.534,0.201,0.044,5.44,2.131,37.3,48.6,4.65,587,,4,,,,
4/8/2015 04:00,,0.33,2930,108.64,0.262,0.041,6.19,1.391,32.7,43.9,5.06,552,,4,,,,
4/8/2015 12:00,,0.33,3540,94.42,0.292,0.049,6.15,2.05,31.4,41.1,5.71,524,,4,,,,
4/8/2015 20:00,,0.33,3570,104.9,0.29,0.053,5.97,1.14,30.1,41.5,6.03,512,,4,,,,
4/9/2015 04:00,,0.33,3950,128.77,0.321,0.049,5.6,1.331,29.9,42.3,5.93,508,,4,,,,
4/9/2015 12:00,,0.33,4660,194,0.426,0.059,5.46,1.525,28.9,40.5,6.03,489,,4,,,,
4/9/2015 20:00,,0.33,6500,298.07,0.641,0.061,5.6,2.112,26.3,34,6.06,458,,4,,,,
4/10/2015 04:00,,0.33,9010,397.41,0.746,0.082,4.65,2.617,19,23.1,6.06,365,,4,,,,
4/10/2015 12:00,,0.33,10800,331.49,0.758,0.072,4.46,2.75,17.5,21.1,6.38,348,,4,,,,
4/10/2015 20:00,,0.33,10600,281.58,0.653,0.075,4.37,2.518,17.9,22,6.65,355,,4,,,,
4/11/2015 04:00,,0.33,9280,232.22,0.63,0.078,4.25,2.254,18.3,22.7,6.75,358,,4,,,,
4/11/2015 12:00,,0.33,8490,234.43,0.615,0.085,4.2,2.094,18.5,23.1,6.89,358,,4,,,,
4/11/2015 20:00,,0.33,7850,195.46,0.564,0.086,4.02,1.892,18.2,23.1,6.93,356,,4,,,,
4/12/2015 04:00,,0.33,7370,222.97,0.57,0.068,4.02,1.83,18,24.1,6.98,365,,4,,,,
4/12/2015 12:00,,0.33,6610,112.12,0.497,0.071,4.08,1.855,18.3,25.9,7.08,379,,4,,,,
4/12/2015 20:00,,0.43,5590,183.28,0.465,0.078,4.12,1.655,19,27.8,7.12,392,,4,,,,
4/13/2015 08:40,,0.33,3910,127.9,0.435,0.059,4.35,2.088,20,30.8,7.23,408,,4,,,,
4/13/2015 12:00,,0.24,3480,137.5,0.415,0.087,4.57,1.859,20.9,33.4,7.18,427,,4,,,,
4/13/2015 20:00,,0.33,2700,97.069,0.378,0.083,4.61,1.443,21,33.9,7.12,428,,4,,,,
4/14/2015 04:00,,0.33,2170,69.958,0.336,0.084,4.6,1.455,21,33.9,7.2,429,,4,,,,
4/21/2015 20:00,,0.66,528,31.662,0.079,0.017,2.6,0.783,40.2,82.1,2.57,698,,4,,,,
4/22/2015 12:00,,0.83,615,22.857,0.072,0.007,2.32,0.785,39.5,87.2,2.44,706,,4,,,,
4/23/2015 12:00,,1,701,21.077,0.068,0.006,1.98,0.793,39,91,1.92,705,,4,,,,
4/24/2015 12:00,,1,518,16.272,0.06,0.001,1.92,0.764,43.5,93.3,1.62,709,,4,,,,
4/25/2015 12:00,,1,401,14,0.054,0.002,2.14,0.668,44.8,90.2,1.47,716,,4,,,,
4/26/2015 12:00,,0.83,342,6.479,0.052,-0.003,2.13,0.721,46,83.8,1.15,711,,4,,,,
4/27/2015 04:00,,0.44,315,12.93,0.047,0.002,2.11,0.649,46,83.3,1.09,712,,4,,,,
4/27/2015 09:05,,0.17,303,12.766,0.051,0.004,2.14,0.8,46.6,83.8,1.13,713,,4,,,,
4/27/2015 12:00,,0.56,296,8.403,0.052,0.009,2.12,0.822,45.9,82.4,1.23,713,,4,,,,
4/28/2015 12:00,,1,272,8.117,0.048,0.017,1.92,0.78,44.2,90.5,0.7,713,,4,,,,
4/29/2015 12:00,,1,254,11.784,0.046,0.013,1.9,0.852,45,83.9,0.84,698,,4,,,,
4/30/2015 12:00,,1,254,7.042,0.055,0.011,1.94,0.887,47.4,85.5,0.4,696,,4,,,,
5/1/2015 12:00,,1,254,10.889,0.05,0.008,1.95,0.862,47.6,87.6,0.23,702,,5,,,,
5/2/2015 12:00,,1,249,8.772,0.05,0.008,1.71,0.845,44.7,91.2,0.23,701,,5,,,,
5/3/2015 12:00,,0.83,238,7.273,0.051,0.006,1.42,0.826,44,95.5,0.16,681,,5,,,,
5/4/2015 04:00,,0.43,227,8.757,0.043,0.007,1.35,0.756,43.7,98.3,0.22,717,,5,,,,
5/4/2015 08:50,,0.17,222,6.508,0.049,0.002,1.31,0.848,44.3,100,0.23,711,,5,,,,
5/4/2015 12:00,,0.57,222,12.323,0.043,0.003,1.24,0.711,44.8,102.6,0.33,702,,5,,,,
5/5/2015 12:00,,1,217,11.583,0.048,0.004,1.04,0.729,45.8,103.1,0.35,719,,5,,,,
5/6/2015 12:00,,1,212,10.638,0.05,0.001,0.83,0.763,46.4,106.4,0.31,728,,5,,,,
5/7/2015 12:00,,1,401,22.556,0.068,0.002,0.64,0.872,50.8,113,0.22,734,,5,,,,
5/8/2015 12:00,,1,296,16.913,0.073,0.002,0.28,0.961,47.8,114.9,0.22,727,,5,,,,
5/9/2015 12:00,,1,378,18.844,0.075,0,0.28,0.99,47.8,126.4,0.2,754,,5,,,,
5/10/2015 12:00,,0.83,303,3.745,0.055,0.002,1.32,0.909,43.7,100.2,1.1,703,,5,,,,
5/11/2015 04:00,,0.44,296,7.782,0.034,0.001,1.71,0.78,43.7,99.5,1.98,712,,5,,,,
5/11/2015 09:00,,0.17,290,10.526,0.043,0.001,1.69,0.843,45.6,100,2.01,717,,5,,,,
5/11/2015 12:00,,0.56,284,10,0.051,0.008,1.61,0.819,43.3,98.7,2.09,721,,5,,,,
5/12/2015 12:00,,1,238,6.4,0.054,0.003,0.47,0.806,46.7,113.1,0.8,761,,5,,,,
5/13/2015 12:00,,1,207,9.3,0.052,0.005,0.16,0.845,47.3,109.6,0.33,750,,5,,,,
5/14/2015 12:00,,1,197,5.1,0.054,0.008,0.12,0.849,47.6,110.3,0.27,752,,5,,,,
5/15/2015 12:00,,1,192,3.9,0.046,0.002,0.33,0.69,45.7,101.9,0.32,741,,5,,,,
5/16/2015 12:00,,1,188,13.4,0.051,0.002,0.58,1.128,47.1,94.4,0.34,737,,5,,,,
5/17/2015 12:00,,0.83,188,5.5,0.042,0.001,0.59,0.769,48.2,96.4,0.46,744,,5,,,,
5/18/2015 04:00,,0.45,202,2.8,0.051,0,0.51,0.837,47.3,97.5,0.39,745,,5,,,,
5/18/2015 09:30,,0.17,202,2.5,0.049,0.002,0.52,0.841,48.5,99.5,0.41,755,,5,,,,
5/18/2015 12:00,,0.55,202,11.2,0.048,0.017,0.59,0.743,51.6,103.1,1.88,741,,5,,,,
5/19/2015 12:00,,1,284,14.2,0.064,0.006,0.51,0.784,50.7,107.4,0.59,754,,5,,,,
5/20/2015 12:00,,1,457,15,0.06,0.015,0.03,0.702,49,115,0.66,755,,5,,,,
5/21/2015 12:00,,1,378,37.9,0.062,0.008,0.45,0.816,49.1,130.9,0.72,787,,5,,,,
5/22/2015 12:00,,1,272,21.8,0.047,0.006,0.47,0.694,52.9,133.4,0.53,799,,5,,,,
5/23/2015 12:00,,1,222,12.6,0.047,0.007,1.02,0.777,54.4,119.9,0.53,776,,5,,,,
5/24/2015 12:00,,1,192,6.2,0.046,0.01,1.54,0.789,54.1,112.6,0.21,775,,5,,,,
5/25/2015 12:00,,0.67,172,2.079,0.036,-0.002,0.83,0.702,56.1,107.2,0.46,758,,5,,,,
5/25/2015 20:00,,0.44,177,7.7,0.039,0.01,1.43,0.752,54.5,107.2,0.24,758,,5,,,,
5/26/2015 09:15,,0.33,161,4.1,0.044,0.003,0.96,0.723,56.2,109.3,0.25,775,,5,,,,
5/26/2015 12:00,,0.56,161,1.742,0.036,-0.005,0.52,0.621,58.1,108.7,0.53,781,,5,,,,
5/27/2015 12:00,,1,151,9.901,0.036,-0.005,0.8,0.658,57.2,103.3,0.75,769,,5,,,,
5/28/2015 12:00,,1,146,1.692,0.041,-0.004,1.58,0.712,55,97,1.38,758,,5,,,,
5/29/2015 12:00,,0.83,243,1.715,0.042,-0.004,2.58,0.735,50.3,99.5,1.62,756,,5,,,,
5/30/2015 04:00,,0.5,217,43.478,0.154,0.015,4.65,1,54.3,72.6,4.32,759,,5,,,,
5/30/2015 12:00,,0.33,202,89.184,0.292,0.078,9.5,1.992,45.8,63.9,5.67,698,,5,,,,
5/30/2015 20:00,,0.33,212,129.45,0.36,0.08,16.69,6.282,33.2,45,7.42,616,,5,,,,
6/1/2015 12:00,,0.66,6010,144.44,0.353,0.11,21.06,2.059,36.3,51.1,7.86,632,,6,,,,
6/1/2015 20:00,,0.33,6470,225.92,0.447,0.107,22.43,2.551,35.6,44.2,8.27,596,,6,,,,
6/2/2015 04:00,,0.33,5900,262.26,0.471,0.107,22.95,2.244,31.3,32.7,8.35,561,,6,,,,
6/2/2015 12:00,,0.33,5620,255.03,0.496,0.107,19.14,2.281,29.1,29,8.12,518,,6,,,,
6/2/2015 20:00,,0.33,5470,171,0.451,0.109,17.15,1.912,23.7,24.4,9.16,496,,6,,,,
6/3/2015 04:00,,0.33,5070,140.84,0.412,0.111,20.69,1.767,33.8,29.9,8.31,487,,6,,,,
6/3/2015 12:00,,0.33,4100,110.14,0.361,0.11,16.61,1.79,24.9,25.2,8.51,497,,6,,,,
6/3/2015 20:00,,0.33,3170,98.039,0.314,0.104,19.77,1.499,32.3,36.3,8.7,516,,6,,,,
6/4/2015 04:00,,0.33,2480,76.543,0.277,0.1,14.92,1.399,27,34.1,8.52,541,,6,,,,
6/4/2015 12:00,,0.33,1950,72.765,0.246,0.093,15.12,1.55,28.9,36.6,8.55,555,,6,,,,
6/4/2015 20:00,,0.33,1560,68.391,0.221,0.09,18.51,1.44,36,48.9,8.75,564,,6,,,,
6/5/2015 04:00,,0.33,1250,57.692,0.198,0.08,14.42,1.177,30.4,39.7,8.8,580,,6,,,,
6/5/2015 12:00,,0.33,1010,53.639,0.183,0.079,17.95,1.162,40.2,55.5,8.81,595,,6,,,,
6/5/2015 20:00,,0.33,844,53.864,0.166,0.076,14.81,1.048,32,45.1,8.66,606,,6,,,,
6/6/2015 04:00,,0.33,701,46.997,0.15,0.076,13.89,1.007,34.2,50.1,8.59,618,,6,,,,
6/6/2015 12:00,,0.67,615,41.262,0.158,0.079,15.42,0.957,31.9,50.3,8.47,627,,6,,,,
6/7/2015 12:00,,0.83,605,42.194,0.138,0.062,11.87,1.022,35,56.7,8.26,645,,6,,,,
6/8/2015 04:00,,0.45,466,40.38,0.121,0.056,10.4,0.874,35.4,61.7,7.81,667,,6,,,,
6/8/2015 09:30,,0.17,440,25.423,0.118,0.05,12.13,0.846,31.7,77.6,7.83,671,,6,,,,
6/8/2015 12:00,,0.55,416,20.22,0.124,0.049,10.73,0.89,36.6,67.5,7.74,670,,6,,,,
6/9/2015 12:00,,1,371,24.439,0.132,0.039,9.49,0.776,37.3,65.2,7.21,666,,6,,,,
6/10/2015 12:00,,1,315,15.544,0.113,0.04,8.28,0.725,38.5,71,6.45,683,,6,,,,
6/11/2015 12:00,,1,284,26.156,0.135,0.033,7.54,0.954,40.9,72,5.94,696,,6,,,,
6/12/2015 12:00,,0.67,249,27.272,0.101,0.005,6.28,1.055,42,79.8,4.19,681,,6,,,,
6/12/2015 20:00,,0.33,342,108.24,0.234,0.014,7.18,1.54,45.1,61.1,4.75,682,,6,,,,
6/13/2015 04:00,,0.33,474,78.838,0.223,0.048,7.82,1.197,39.5,53.8,5.66,650,,6,,,,
6/13/2015 12:00,,0.33,483,83.116,0.231,0.028,11.81,1.695,31.7,45.5,6.94,619,,6,,,,
6/13/2015 20:00,,0.33,500,66.101,0.199,0.028,11.13,1.501,32.9,48.5,7.2,636,,6,,,,
6/14/2015 04:00,,0.33,626,83.333,0.229,0.019,10.58,1.46,33,47.2,7.55,627,,6,,,,
